序号,时间(s),幅值(高频80K)
196,52.410,6142.40
197,52.677,6141.86
198,52.945,6137.20
199,53.213,6141.28
200,53.481,6168.43
201,53.749,6176.74
202,54.018,6180.59
203,54.287,6173.16
204,54.555,6179.46
205,54.823,6177.50
206,55.091,6181.09
207,55.360,6179.39
208,55.629,6183.44
209,55.896,6179.01
210,56.164,6142.65
211,56.433,6143.27
212,56.701,6142.00
213,56.969,6142.13
214,57.238,6140.50
215,57.505,6141.14
216,57.773,6141.27
217,58.041,6142.32
218,58.309,6139.71
219,58.577,6169.00
220,58.845,6175.16
221,59.113,6176.61
222,59.381,6177.23
223,59.650,6178.38
224,59.919,6173.01
225,60.187,6178.74
226,60.457,6179.46
227,60.724,6177.04
228,60.992,6133.83
229,61.260,6140.07
230,61.528,6133.51
231,61.796,6136.58
232,62.064,6138.70
233,62.332,6139.28
234,62.600,6138.01
235,62.867,6140.36
236,63.136,6161.69
237,63.404,6166.32
238,63.672,6168.62
239,63.940,6169.52
240,64.208,6167.93
241,64.475,6171.47
242,64.744,6168.86
243,65.011,6170.03
244,65.279,6175.44
245,65.548,6169.44
246,65.817,6171.98
247,66.084,6172.00
248,66.352,6157.91
249,66.620,6136.96
250,66.889,6138.62
251,67.157,6139.41
252,67.425,6139.06
253,67.693,6140.70
254,67.961,6141.29
255,68.229,6143.11
256,68.497,6144.02
257,68.765,6159.20
258,69.033,6164.08
259,69.301,6166.40
260,69.569,6165.60
261,69.838,6165.60
262,70.106,6169.60
263,70.373,6167.37
264,70.641,6171.50
265,70.909,6170.47
266,71.178,6173.50
267,71.446,6169.94
268,71.714,6173.06
269,71.982,6161.20
270,72.251,6137.88
271,72.519,6138.37
272,72.786,6139.43
273,73.055,6137.61
274,73.324,6140.35
275,73.591,6135.48
276,73.859,6133.03
277,74.127,6132.63
278,74.395,6142.15
279,74.664,6166.26
280,74.933,6166.97
281,75.201,6167.87
282,75.470,6166.49
283,75.737,6167.09
284,76.006,6169.32
285,76.275,6172.10
286,76.544,6168.07
287,76.812,6169.33
288,77.080,6164.81
289,77.348,6168.99
290,77.616,6168.80
291,77.885,6169.69
292,78.154,6170.99
293,78.422,6142.60
294,78.691,6136.07
295,78.959,6136.52
296,79.228,6138.60
297,79.496,6135.97
298,79.764,6133.95
299,80.033,6128.44
300,80.301,6134.70
301,80.570,6150.65
302,80.837,6176.57
303,81.107,6173.30
304,81.376,6179.43
305,81.644,6175.83
306,81.913,6175.81
307,82.181,6175.22
308,82.450,6177.72
309,82.718,6178.87
310,82.987,6173.53
311,83.255,6176.00
312,83.524,6176.14
313,83.792,6174.89
314,84.060,6177.62
315,84.328,6173.36
316,84.596,6141.78
317,84.865,6128.72
318,85.134,6128.40
319,85.402,6126.02
320,85.671,6128.39
321,85.939,6128.30
322,86.208,6129.37
323,86.476,6130.75
324,86.744,6131.50
325,87.013,6127.69
326,87.281,6128.54
327,87.550,6129.60
328,87.818,6126.95
329,88.086,6138.58
330,88.354,6170.47
331,88.622,6169.37
332,88.890,6170.03
333,89.160,6170.28
334,89.427,6171.46
335,89.695,6166.04
336,89.963,6171.58
337,90.231,6173.40
338,90.499,6164.86
339,90.768,6168.35
340,91.036,6165.38
341,91.304,6169.35
342,91.572,6136.37
343,91.840,6134.81
344,92.108,6135.99
345,92.376,6133.07
346,92.644,6134.11
347,92.912,6129.74
348,93.181,6132.44
349,93.449,6136.31
350,93.718,6159.35
351,93.986,6174.04
352,94.253,6170.96
353,94.521,6167.48
354,94.790,6169.26
355,95.058,6169.16
356,95.327,6169.16
357,95.596,6172.16
358,95.863,6166.26
359,96.132,6167.68
360,96.400,6168.08
361,96.669,6170.40
362,96.937,6130.84
363,97.205,6130.88
364,97.473,6130.07
365,97.741,6131.86
366,98.009,6129.24
367,98.277,6126.23
368,98.545,6125.49
369,98.813,6128.08
370,99.081,6127.32
371,99.349,6127.68
372,99.618,6127.47
373,99.886,6126.81
374,100.154,6127.07
375,100.422,6128.00
376,100.689,6136.56
377,100.958,6171.95
378,101.225,6162.80
379,101.493,6163.08
380,101.763,6166.73
381,102.031,6168.46
382,102.299,6162.96
383,102.567,6140.50
384,102.835,6133.13
385,103.104,6133.05
386,103.371,6130.51
387,103.639,6132.36
388,103.907,6132.62
389,104.175,6131.52
390,104.443,6131.15
391,104.711,6130.54
392,104.979,6128.63
393,105.247,6130.33
394,105.516,6130.93
395,105.785,6129.53
396,106.053,6129.21
397,106.321,6131.38
398,106.589,6128.08
399,106.857,6131.90
400,107.125,6132.17
401,107.394,6131.27
402,107.663,6129.08
403,107.931,6130.76
404,108.199,6135.09
405,108.468,6123.04
406,108.736,6124.57
407,109.003,6142.91
408,109.272,6170.67
409,109.540,6175.02
410,109.808,6178.10
411,110.077,6175.99
412,110.344,6186.05
413,110.612,6183.54
414,110.880,6188.12
415,111.148,6168.40
416,111.415,6163.31
417,111.684,6157.33
418,111.952,6154.07
419,112.221,6162.47
420,112.488,6155.08
421,112.757,6151.86
422,113.026,6150.73
423,113.295,6146.59
424,113.564,6139.10
425,113.833,6142.32
426,114.102,6133.08
427,114.370,6128.30
428,114.638,6132.39
429,114.906,6126.51
430,115.174,6120.16
431,115.442,6119.94
432,115.709,6120.11
433,115.978,6121.05
434,116.246,6121.71
435,116.513,6131.37
436,116.781,6158.60
437,117.049,6158.80
438,117.318,6156.46
439,117.586,6153.99
440,117.853,6161.14
441,118.121,6158.45
442,118.389,6158.27
443,118.658,6152.51
444,118.926,6127.18
445,119.194,6127.20
446,119.462,6125.56
447,119.730,6124.89
448,119.998,6123.24
449,120.266,6121.71
450,120.535,6123.29
451,120.803,6121.28
452,121.071,6130.35
453,121.340,6138.41
454,121.607,6151.07
455,121.876,6157.74
456,122.144,6151.40
457,122.411,6159.61
458,122.678,6153.08
459,122.946,6123.35
460,123.214,6122.11
461,123.482,6124.74
462,123.750,6120.77
463,124.018,6123.49
464,124.286,6122.80
465,124.554,6126.02
466,124.822,6126.11
467,125.090,6125.21
468,125.358,6125.93
469,125.626,6126.98
470,125.894,6130.56
471,126.163,6130.52
472,126.431,6138.16
473,126.698,6153.17
474,126.966,6149.83
475,127.236,6152.89
476,127.504,6154.72
477,127.772,6123.37
478,128.039,6123.40
479,128.308,6121.46
480,128.576,6123.01
481,128.844,6120.64
482,129.112,6122.79
483,129.380,6124.91
484,129.648,6125.26
485,129.916,6123.62
486,130.183,6120.49
487,130.452,6121.64
488,130.721,6142.92
489,130.988,6148.59
490,131.257,6149.60
491,131.524,6148.89
492,131.792,6146.75
493,132.060,6135.76
494,132.328,6122.61
495,132.596,6120.87
496,132.864,6119.99
497,133.132,6124.07
498,133.400,6122.86
499,133.668,6121.61
500,133.936,6121.64
501,134.204,6120.58
502,134.471,6121.01
503,134.739,6122.41
504,135.008,6121.11
505,135.277,6119.33
506,135.545,6126.97
507,135.813,6147.24
508,136.082,6143.41
509,136.350,6146.51
510,136.618,6145.27
511,136.886,6134.48
512,137.154,6118.53
513,137.422,6119.52
514,137.690,6124.29
515,137.958,6120.99
516,138.226,6119.85
517,138.494,6121.32
518,138.762,6125.91
519,139.031,6124.41
520,139.299,6122.41
521,139.567,6125.53
522,139.835,6126.81
523,140.103,6123.95
524,140.371,6120.08
525,140.639,6125.65
526,140.907,6127.90
527,141.175,6127.09
528,141.443,6126.37
529,141.712,6141.39
530,141.981,6144.14
531,142.249,6138.01
532,142.516,6118.95
533,142.784,6121.72
534,143.053,6119.08
535,143.321,6117.98
536,143.589,6117.93
537,143.858,6116.03
538,144.126,6119.61
539,144.394,6119.93
540,144.662,6121.69
541,144.930,6121.64
542,145.199,6120.96
543,145.466,6125.01
544,145.735,6121.85
545,146.004,6127.88
546,146.272,6127.40
547,146.539,6124.29
548,146.808,6124.77
549,147.077,6127.20
550,147.345,6124.01
551,147.613,6119.71
552,147.881,6135.25
553,148.149,6142.98
554,148.418,6144.82
555,148.687,6146.17
556,148.955,6129.30
557,149.222,6111.91
558,149.492,6116.46
559,149.758,6115.32
560,150.026,6113.21
561,150.294,6113.53
562,150.563,6115.50
563,150.831,6115.91
564,151.099,6114.70
565,151.368,6114.39
566,151.636,6114.91
567,151.905,6112.16
568,152.172,6114.42
569,152.441,6114.61
570,152.709,6114.10
571,152.977,6110.85
572,153.245,6113.29
573,153.513,6116.77
574,153.781,6111.30
575,154.049,6112.80
576,154.317,6114.52
577,154.585,6116.76
578,154.854,6115.78
579,155.122,6135.64
580,155.390,6139.60
581,155.658,6139.22
582,155.926,6135.20
583,156.194,6117.63
584,156.462,6109.60
585,156.730,6111.30
586,156.998,6108.64
587,157.266,6111.19
588,157.533,6109.03
589,157.801,6108.92
590,158.070,6114.04
591,158.338,6107.39
592,158.606,6114.57
593,158.874,6113.03
594,159.143,6108.04
595,159.411,6106.94
596,159.679,6109.91
597,159.947,6134.04
598,160.215,6131.58
599,160.483,6136.80
600,160.751,6132.34
601,161.018,6132.26
602,161.287,6131.76
603,161.555,6134.84
604,161.823,6107.05
605,162.091,6106.74
606,162.359,6105.79
607,162.627,6107.84
608,162.896,6103.78
609,163.164,6108.12
610,163.432,6108.92
611,163.700,6105.32
612,163.968,6109.32
613,164.235,6128.18
614,164.504,6128.70
615,164.772,6131.70
616,165.040,6130.19
617,165.309,6127.39
618,165.578,6131.72
619,165.846,6128.70
620,166.115,6105.98
621,166.383,6110.84
622,166.652,6104.10
623,166.920,6104.13
624,167.188,6104.16
625,167.457,6102.69
626,167.725,6104.92
627,167.994,6104.41
628,168.263,6131.35
629,168.531,6135.51
630,168.799,6132.46
631,169.067,6127.46
632,169.336,6103.82
633,169.604,6102.50
634,169.873,6103.66
635,170.141,6099.74
636,170.409,6105.56
637,170.677,6102.59
638,170.945,6104.70
639,171.213,6105.17
640,171.481,6101.87
641,171.749,6104.53
642,172.017,6108.75
643,172.286,6128.12
644,172.554,6129.96
645,172.822,6124.48
646,173.090,6126.04
647,173.358,6129.18
648,173.626,6122.98
649,173.894,6098.84
650,174.162,6105.32
651,174.430,6103.94
652,174.698,6101.30
653,174.966,6100.39
654,175.234,6103.29
655,175.501,6096.57
656,175.769,6102.54
657,176.038,6104.81
658,176.306,6112.38
659,176.574,6125.92
660,176.842,6125.61
661,177.111,6127.78
662,177.380,6128.69
663,177.648,6132.20
664,177.916,6100.37
665,178.184,6101.05
666,178.452,6099.32
667,178.720,6101.12
668,178.988,6102.24
669,179.256,6103.74
670,179.524,6121.84
671,179.791,6128.02
672,180.060,6125.84
673,180.328,6126.82
674,180.595,6125.43
675,180.863,6127.03
676,181.132,6131.01
677,181.399,6100.97
678,181.667,6096.19
679,181.936,6098.55
680,182.205,6101.96
681,182.473,6100.34
682,182.741,6097.28
683,183.008,6104.40
684,183.277,6099.42
685,183.545,6100.02
686,183.813,6099.79
687,184.081,6100.69
688,184.349,6100.02
689,184.617,6098.79
690,184.885,6100.15
691,185.153,6100.88
692,185.422,6125.75
693,185.689,6124.70
694,185.957,6125.10
695,186.225,6124.35
696,186.493,6124.28
697,186.761,6112.88
698,187.029,6100.00
699,187.297,6096.50
700,187.565,6098.17
701,187.833,6097.43
702,188.101,6100.47
703,188.369,6097.12
704,188.637,6095.48
705,188.906,6098.95
706,189.174,6097.98
707,189.442,6100.81
708,189.710,6096.54
709,189.978,6096.76
710,190.246,6098.97
711,190.513,6097.12
712,190.782,6095.61
713,191.050,6102.76
714,191.317,6117.86
715,191.586,6123.20
716,191.854,6123.77
717,192.121,6119.45
718,192.390,6123.33
719,192.657,6105.79
720,192.926,6102.43
721,193.194,6101.53
722,193.462,6102.44
723,193.730,6101.57
724,193.998,6104.99
725,194.266,6100.12
726,194.534,6103.08
727,194.802,6101.71
728,195.071,6118.73
729,195.339,6121.64
730,195.607,6124.91
731,195.875,6123.31
732,196.143,6121.56
733,196.411,6126.60
734,196.680,6125.73
735,196.948,6123.93
736,197.216,6104.76
737,197.484,6093.78
738,197.751,6096.38
739,198.019,6097.06
740,198.287,6097.24
