序号,时间(s),幅值(高频80K)
434,116.412,5758.72
435,116.681,5759.47
436,116.948,5758.53
437,117.215,5762.01
438,117.482,5758.39
439,117.752,5760.27
440,118.019,5761.32
441,118.287,5761.15
442,118.556,5765.11
443,118.824,5760.43
444,119.092,5761.03
445,119.361,5759.67
446,119.628,5761.55
447,119.897,5761.05
448,120.164,5760.61
449,120.433,5762.68
450,120.703,5767.81
451,120.970,5764.40
452,121.239,5763.64
453,121.507,5765.76
454,121.775,5766.30
455,122.043,5762.05
456,122.310,5765.47
457,122.579,5764.93
458,122.848,5762.79
459,123.115,5765.38
460,123.384,5766.86
461,123.652,5764.60
462,123.921,5763.61
463,124.188,5782.38
464,124.457,5787.76
465,124.725,5784.23
466,124.993,5788.81
467,125.262,5794.46
468,125.530,5786.65
469,125.798,5786.46
470,126.066,5786.96
471,126.334,5783.87
472,126.602,5785.10
473,126.871,5784.66
474,127.138,5744.40
475,127.407,5736.59
476,127.676,5727.85
477,127.944,5735.66
478,128.211,5732.89
479,128.480,5732.48
480,128.748,5730.73
481,129.016,5730.95
482,129.284,5731.54
483,129.553,5731.24
484,129.822,5732.83
485,130.090,5734.51
486,130.358,5735.22
487,130.627,5732.10
488,130.895,5734.02
489,131.162,5736.03
490,131.430,5734.76
491,131.697,5736.04
492,131.965,5739.42
493,132.233,5742.85
494,132.501,5779.65
495,132.770,5777.90
496,133.038,5779.32
497,133.307,5777.54
498,133.574,5781.65
499,133.844,5779.25
500,134.112,5783.24
501,134.380,5775.53
502,134.648,5777.62
503,134.917,5784.91
504,135.185,5783.89
505,135.453,5789.00
506,135.721,5749.52
507,135.988,5743.04
508,136.256,5741.72
509,136.523,5741.58
510,136.791,5739.38
511,137.059,5740.81
512,137.327,5739.21
513,137.595,5741.65
514,137.863,5739.99
515,138.133,5740.83
516,138.400,5739.17
517,138.667,5744.13
518,138.937,5741.00
519,139.204,5740.98
520,139.473,5744.81
521,139.741,5743.08
522,140.008,5748.61
523,140.276,5748.62
524,140.544,5749.12
525,140.813,5784.66
526,141.081,5786.65
527,141.351,5787.13
528,141.618,5784.65
529,141.886,5788.31
530,142.155,5785.34
531,142.422,5783.04
532,142.690,5789.04
533,142.959,5788.31
534,143.226,5784.20
535,143.494,5784.64
536,143.763,5783.79
537,144.031,5756.47
538,144.298,5751.09
539,144.566,5750.12
540,144.835,5746.98
541,145.103,5754.82
542,145.371,5749.11
543,145.639,5752.03
544,145.907,5752.80
545,146.175,5753.48
546,146.443,5755.71
547,146.711,5756.05
548,146.979,5751.11
549,147.246,5750.70
550,147.514,5753.31
551,147.782,5753.27
552,148.050,5752.49
553,148.319,5752.33
554,148.586,5750.48
555,148.855,5752.74
556,149.124,5757.91
557,149.392,5756.10
558,149.660,5750.16
559,149.929,5755.99
560,150.198,5781.34
561,150.466,5819.85
562,150.735,5879.72
563,151.003,5889.13
564,151.272,5885.71
565,151.539,5889.06
566,151.807,5879.33
567,152.076,5883.96
568,152.344,5874.74
569,152.612,5902.88
570,152.879,5903.16
571,153.147,5877.93
572,153.416,5882.74
573,153.684,5913.87
574,153.951,5904.71
575,154.221,5911.36
576,154.488,5865.39
577,154.756,5870.06
578,155.024,5756.43
579,155.291,5753.02
580,155.560,5751.60
581,155.828,5753.20
582,156.096,5748.35
583,156.364,5753.67
584,156.631,5756.60
585,156.900,5749.20
586,157.168,5754.60
587,157.437,5755.54
588,157.705,5754.02
589,157.973,5757.35
590,158.242,5753.34
591,158.510,5756.07
592,158.779,5765.29
593,159.049,5790.99
594,159.316,5890.95
595,159.584,5903.27
596,159.853,5908.19
597,160.124,5903.32
598,160.390,5901.57
599,160.660,5915.04
600,160.928,5914.79
601,161.197,5923.67
602,161.465,5914.90
603,161.733,5912.71
604,162.002,5918.74
605,162.271,5883.93
606,162.540,5769.74
607,162.808,5760.45
608,163.076,5760.98
609,163.344,5758.36
610,163.612,5761.50
611,163.881,5758.42
612,164.149,5759.63
613,164.416,5761.01
614,164.684,5758.27
615,164.953,5757.32
616,165.220,5756.75
617,165.489,5759.05
618,165.758,5759.15
619,166.026,5759.58
620,166.295,5759.36
621,166.564,5764.10
622,166.832,5765.77
623,167.101,5801.01
624,167.369,5852.83
625,167.638,5850.88
626,167.906,5862.68
627,168.173,5874.80
628,168.441,5871.85
629,168.710,5876.19
630,168.978,5879.65
631,169.247,5811.00
632,169.515,5857.82
633,169.783,5873.52
634,170.052,5856.81
635,170.320,5879.00
636,170.589,5782.31
637,170.856,5763.02
638,171.124,5762.75
639,171.393,5763.21
640,171.661,5760.66
641,171.930,5754.73
642,172.197,5757.28
643,172.465,5759.62
644,172.734,5756.40
645,173.002,5758.39
646,173.272,5758.56
647,173.538,5759.05
648,173.806,5765.02
649,174.075,5775.63
650,174.344,5805.34
651,174.612,5804.39
652,174.880,5804.90
653,175.148,5806.97
654,175.417,5801.61
655,175.684,5806.26
656,175.952,5803.71
657,176.220,5807.64
658,176.488,5802.90
659,176.757,5803.58
660,177.024,5803.20
661,177.292,5805.14
662,177.561,5767.02
663,177.830,5760.06
664,178.099,5758.59
665,178.367,5759.04
666,178.635,5761.03
667,178.903,5757.62
668,179.170,5759.26
669,179.438,5762.15
670,179.706,5759.44
671,179.974,5764.52
672,180.241,5759.72
673,180.510,5759.52
674,180.777,5758.41
675,181.046,5762.16
676,181.314,5758.99
677,181.582,5758.25
678,181.850,5762.29
679,182.118,5758.48
680,182.386,5761.33
681,182.654,5762.30
682,182.923,5766.11
683,183.191,5789.78
684,183.459,5788.64
685,183.726,5790.96
686,183.994,5789.75
687,184.262,5787.66
688,184.531,5790.69
689,184.799,5788.26
690,185.067,5786.61
691,185.335,5786.87
692,185.605,5763.36
693,185.873,5760.13
694,186.141,5763.10
695,186.409,5758.07
696,186.676,5754.74
697,186.943,5758.55
698,187.212,5758.68
699,187.480,5756.74
700,187.747,5760.05
701,188.016,5759.22
702,188.284,5756.51
703,188.552,5758.20
704,188.822,5756.86
705,189.091,5755.06
706,189.358,5753.79
707,189.626,5753.61
708,189.895,5753.60
709,190.165,5757.39
710,190.434,5756.51
711,190.701,5753.21
712,190.969,5752.85
