序号,时间(s),幅值(高频80K)
259,69.375,5972.34
260,69.644,5970.44
261,69.913,5976.14
262,70.182,5969.10
263,70.450,5972.27
264,70.718,5972.18
265,70.986,5972.22
266,71.254,5996.06
267,71.522,5998.32
268,71.790,5997.49
269,72.059,6000.07
270,72.328,5999.12
271,72.596,5977.70
272,72.864,5972.12
273,73.133,5972.47
274,73.400,5972.60
275,73.669,5968.44
276,73.938,5971.08
277,74.206,5974.22
278,74.475,5998.54
279,74.742,5999.97
280,75.009,5999.43
281,75.278,5996.02
282,75.547,5994.94
283,75.816,5996.17
284,76.083,5996.75
285,76.352,5995.70
286,76.621,5996.23
287,76.889,5975.01
288,77.157,5965.77
289,77.425,5969.86
290,77.694,5969.07
291,77.963,5969.82
292,78.231,5973.22
293,78.498,5968.84
294,78.767,5975.55
295,79.035,5994.55
296,79.303,5994.78
297,79.571,6000.05
298,79.839,5994.66
299,80.109,5995.19
300,80.377,5992.00
301,80.646,5971.81
302,80.914,5966.56
303,81.181,5969.60
304,81.450,5965.83
305,81.718,5966.95
306,81.986,5967.75
307,82.254,5965.20
308,82.522,5978.59
309,82.790,5991.73
310,83.059,5996.29
311,83.325,5990.39
312,83.592,5990.66
313,83.860,5989.85
314,84.129,5989.53
315,84.397,5992.36
316,84.666,5964.63
317,84.934,5965.65
318,85.202,5963.09
319,85.471,5965.81
320,85.739,5963.54
321,86.007,5967.16
322,86.275,5970.28
323,86.544,5986.47
324,86.812,5989.18
325,87.080,5988.48
326,87.347,5985.09
327,87.617,5988.30
328,87.885,5987.04
329,88.152,5989.26
330,88.421,5987.03
331,88.689,5989.37
332,88.957,5972.92
333,89.224,5963.06
334,89.493,5961.96
335,89.761,5962.68
336,90.029,5961.57
337,90.297,5964.60
338,90.566,5961.87
339,90.834,5977.41
340,91.102,5988.75
341,91.371,5985.03
342,91.639,5986.67
343,91.907,5987.20
344,92.176,5986.46
345,92.444,5988.56
346,92.713,5986.21
347,92.981,5979.08
348,93.250,5959.58
349,93.518,5960.33
350,93.786,5961.55
351,94.054,5960.33
352,94.322,5957.57
353,94.590,5958.99
354,94.859,5958.80
355,95.127,5959.89
356,95.394,5983.17
357,95.663,5986.10
358,95.930,5982.31
359,96.198,5984.71
360,96.467,5983.44
361,96.735,5986.23
362,97.004,5981.37
363,97.272,5959.34
364,97.540,5957.40
365,97.808,5957.73
366,98.076,5959.14
367,98.345,5955.71
368,98.613,5959.77
369,98.881,5957.84
370,99.149,5958.99
371,99.417,5960.34
372,99.685,5978.89
373,99.953,5980.97
374,100.221,5983.70
375,100.489,5980.48
376,100.757,5980.07
377,101.025,5981.37
378,101.293,5955.84
379,101.561,5954.62
380,101.829,5954.58
381,102.097,5956.04
382,102.365,5951.37
383,102.633,5953.85
384,102.901,5950.54
385,103.169,5949.55
386,103.437,5948.52
387,103.705,5947.27
388,103.973,5947.05
389,104.241,5946.38
390,104.509,5943.88
